Kaiser Permanente_unscaled,Kaiser Permanente_monthly,isPartial,scale,Kaiser Permanente
83,50.0,,0.5,41.5
79,50.0,,0.5,39.5
78,50.0,,0.5,39.0
48,50.0,,0.5,24.0
43,51.0,False,0.51,21.93
87,51.0,,0.51,44.37
89,51.0,,0.51,45.39
83,51.0,,0.51,42.33
82,51.0,,0.51,41.82
77,51.0,,0.51,39.27
51,51.0,,0.51,26.01
47,53.0,False,0.53,24.91
85,53.0,,0.53,45.050000000000004
93,53.0,,0.53,49.29
86,53.0,,0.53,45.580000000000005
86,53.0,,0.53,45.580000000000005
82,53.0,,0.53,43.46
47,53.0,,0.53,24.91
43,52.0,False,0.52,22.36
58,52.0,,0.52,30.16
89,52.0,,0.52,46.28
100,52.0,,0.52,52.0
93,52.0,,0.52,48.36
93,52.0,,0.52,48.36
54,52.0,,0.52,28.080000000000002
48,57.0,False,0.57,27.36
92,57.0,,0.57,52.44
93,57.0,,0.57,53.01
91,57.0,,0.57,51.87
90,57.0,,0.57,51.3
85,57.0,,0.57,48.449999999999996
50,57.0,,0.57,28.499999999999996
45,53.0,False,0.53,23.85
86,53.0,,0.53,45.580000000000005
89,53.0,,0.53,47.17
87,53.0,,0.53,46.11
86,53.0,,0.53,45.580000000000005
82,53.0,,0.53,43.46
48,53.0,,0.53,25.44
44,54.0,False,0.54,23.76
89,54.0,,0.54,48.06
90,54.0,,0.54,48.6
80,54.0,,0.54,43.2
79,54.0,,0.54,42.660000000000004
82,54.0,,0.54,44.28
52,54.0,,0.54,28.080000000000002
38,54.0,False,0.54,20.520000000000003
83,54.0,,0.54,44.82
100,54.0,,0.54,54.0
94,54.0,,0.54,50.760000000000005
88,54.0,,0.54,47.52
87,54.0,,0.54,46.980000000000004
54,54.0,,0.54,29.160000000000004
46,52.0,False,0.52,23.92
88,52.0,,0.52,45.760000000000005
93,52.0,,0.52,48.36
87,52.0,,0.52,45.24
87,52.0,,0.52,45.24
52,52.0,,0.52,27.04
47,52.0,,0.52,24.44
48,59.0,False,0.59,28.32
94,59.0,,0.59,55.459999999999994
99,59.0,,0.59,58.41
93,59.0,,0.59,54.87
88,59.0,,0.59,51.919999999999995
88,59.0,,0.59,51.919999999999995
55,59.0,,0.59,32.449999999999996
47,57.0,False,0.57,26.79
93,57.0,,0.57,53.01
94,57.0,,0.57,53.58
94,57.0,,0.57,53.58
95,57.0,,0.57,54.15
83,57.0,,0.57,47.309999999999995
60,57.0,,0.57,34.199999999999996
50,57.0,False,0.57,28.499999999999996
94,57.0,,0.57,53.58
95,57.0,,0.57,54.15
89,57.0,,0.57,50.73
94,57.0,,0.57,53.58
87,57.0,,0.57,49.589999999999996
51,57.0,,0.57,29.069999999999997
50,57.0,False,0.57,28.499999999999996
100,57.0,,0.57,56.99999999999999
100,57.0,,0.57,56.99999999999999
93,57.0,,0.57,53.01
91,57.0,,0.57,51.87
95,57.0,,0.57,54.15
55,57.0,,0.57,31.349999999999998
48,59.0,False,0.59,28.32
93,59.0,,0.59,54.87
100,59.0,,0.59,59.0
95,59.0,,0.59,56.05
94,59.0,,0.59,55.459999999999994
85,59.0,,0.59,50.15
54,59.0,,0.59,31.86
48,58.0,False,0.58,27.839999999999996
92,58.0,,0.58,53.36
97,58.0,,0.58,56.26
93,58.0,,0.58,53.94
88,58.0,,0.58,51.04
86,58.0,,0.58,49.879999999999995
52,58.0,,0.58,30.159999999999997
52,58.0,False,0.58,30.159999999999997
98,58.0,,0.58,56.839999999999996
92,58.0,,0.58,53.36
89,58.0,,0.58,51.62
87,58.0,,0.58,50.459999999999994
85,58.0,,0.58,49.3
54,58.0,,0.58,31.319999999999997
47,55.0,False,0.55,25.85
88,55.0,,0.55,48.400000000000006
95,55.0,,0.55,52.25000000000001
83,55.0,,0.55,45.650000000000006
86,55.0,,0.55,47.300000000000004
80,55.0,,0.55,44.0
56,55.0,,0.55,30.800000000000004
50,55.0,False,0.55,27.500000000000004
54,55.0,,0.55,29.700000000000003
88,55.0,,0.55,48.400000000000006
96,55.0,,0.55,52.800000000000004
93,55.0,,0.55,51.150000000000006
80,55.0,,0.55,44.0
50,55.0,,0.55,27.500000000000004
46,54.0,False,0.54,24.840000000000003
90,54.0,,0.54,48.6
86,54.0,,0.54,46.440000000000005
84,54.0,,0.54,45.36
80,54.0,,0.54,43.2
72,54.0,,0.54,38.88
57,54.0,,0.54,30.78
44,57.0,False,0.57,25.08
94,57.0,,0.57,53.58
91,57.0,,0.57,51.87
86,57.0,,0.57,49.019999999999996
83,57.0,,0.57,47.309999999999995
79,57.0,,0.57,45.029999999999994
58,57.0,,0.57,33.059999999999995
45,57.0,False,0.57,25.65
100,57.0,,0.57,56.99999999999999
87,57.0,,0.57,49.589999999999996
86,57.0,,0.57,49.019999999999996
81,57.0,,0.57,46.169999999999995
78,57.0,,0.57,44.459999999999994
54,57.0,,0.57,30.779999999999998
42,55.0,False,0.55,23.1
87,55.0,,0.55,47.85
83,55.0,,0.55,45.650000000000006
83,55.0,,0.55,45.650000000000006
87,55.0,,0.55,47.85
79,55.0,,0.55,43.45
54,55.0,,0.55,29.700000000000003
44,57.0,False,0.57,25.08
87,57.0,,0.57,49.589999999999996
83,57.0,,0.57,47.309999999999995
83,57.0,,0.57,47.309999999999995
79,57.0,,0.57,45.029999999999994
82,57.0,,0.57,46.739999999999995
51,57.0,,0.57,29.069999999999997
44,60.0,False,0.6,26.4
85,60.0,,0.6,51.0
100,60.0,,0.6,60.0
93,60.0,,0.6,55.8
93,60.0,,0.6,55.8
89,60.0,,0.6,53.4
50,60.0,,0.6,30.0
43,56.0,False,0.56,24.080000000000002
85,56.0,,0.56,47.6
93,56.0,,0.56,52.080000000000005
82,56.0,,0.56,45.92
82,56.0,,0.56,45.92
77,56.0,,0.56,43.120000000000005
53,56.0,,0.56,29.680000000000003
44,56.0,False,0.56,24.64
81,56.0,,0.56,45.36000000000001
81,56.0,,0.56,45.36000000000001
90,56.0,,0.56,50.400000000000006
77,56.0,,0.56,43.120000000000005
80,56.0,,0.56,44.800000000000004
