Rakuten_unscaled,Rakuten_monthly,isPartial,scale,Rakuten,Date
100,98,,0.98,98.0,12/1/20
57,98,,0.98,55.86,12/2/20
47,98,,0.98,46.06,12/3/20
48,98,,0.98,47.04,12/4/20
50,98,,0.98,49.0,12/5/20
57,59,False,0.59,33.629999999999995,12/6/20
45,59,,0.59,26.549999999999997,12/7/20
42,59,,0.59,24.78,12/8/20
44,59,,0.59,25.959999999999997,12/9/20
42,59,,0.59,24.78,12/10/20
40,59,,0.59,23.6,12/11/20
43,59,,0.59,25.369999999999997,12/12/20
45,45,False,0.45,20.25,12/13/20
42,45,,0.45,18.9,12/14/20
40,45,,0.45,18.0,12/15/20
32,45,,0.45,14.4,12/16/20
28,45,,0.45,12.6,12/17/20
30,45,,0.45,13.5,12/18/20
32,45,,0.45,14.4,12/19/20
30,30,False,0.3,9.0,12/20/20
28,30,,0.3,8.4,12/21/20
26,30,,0.3,7.8,12/22/20
23,30,,0.3,6.8999999999999995,12/23/20
21,30,,0.3,6.3,12/24/20
22,30,,0.3,6.6,12/25/20
27,30,,0.3,8.1,12/26/20
29,28,False,0.28,8.120000000000001,12/27/20
26,28,,0.28,7.280000000000001,12/28/20
25,28,,0.28,7.000000000000001,12/29/20
23,28,,0.28,6.44,12/30/20
25,28,,0.28,7.000000000000001,12/31/20
91,28,,0.28,25.480000000000004,1/1/21
99,28,,0.28,27.72,1/2/21
100,23,False,0.23,23.0,1/3/21
91,23,,0.23,20.93,1/4/21
74,23,,0.23,17.02,1/5/21
70,23,,0.23,16.1,1/6/21
65,23,,0.23,14.95,1/7/21
75,23,,0.23,17.25,1/8/21
79,23,,0.23,18.17,1/9/21
87,28,False,0.28,24.360000000000003,1/10/21
76,28,,0.28,21.28,1/11/21
83,28,,0.28,23.24,1/12/21
80,28,,0.28,22.4,1/13/21
82,28,,0.28,22.96,1/14/21
73,28,,0.28,20.44,1/15/21
76,28,,0.28,21.28,1/16/21
85,23,False,0.23,19.55,1/17/21
85,23,,0.23,19.55,1/18/21
75,23,,0.23,17.25,1/19/21
66,23,,0.23,15.18,1/20/21
70,23,,0.23,16.1,1/21/21
72,23,,0.23,16.560000000000002,1/22/21
69,23,,0.23,15.87,1/23/21
75,23,False,0.23,17.25,1/24/21
80,23,,0.23,18.4,1/25/21
71,23,,0.23,16.330000000000002,1/26/21
65,23,,0.23,14.95,1/27/21
76,23,,0.23,17.48,1/28/21
69,23,,0.23,15.87,1/29/21
74,23,,0.23,17.02,1/30/21
85,23,False,0.23,19.55,1/31/21
77,23,,0.23,17.71,2/1/21
67,23,,0.23,15.41,2/2/21
74,23,,0.23,17.02,2/3/21
70,23,,0.23,16.1,2/4/21
76,23,,0.23,17.48,2/5/21
72,23,,0.23,16.560000000000002,2/6/21
68,21,False,0.21,14.28,2/7/21
66,21,,0.21,13.86,2/8/21
66,21,,0.21,13.86,2/9/21
69,21,,0.21,14.49,2/10/21
69,21,,0.21,14.49,2/11/21
66,21,,0.21,13.86,2/12/21
77,21,,0.21,16.169999999999998,2/13/21
87,25,False,0.25,21.75,2/14/21
100,25,,0.25,25.0,2/15/21
96,25,,0.25,24.0,2/16/21
73,25,,0.25,18.25,2/17/21
69,25,,0.25,17.25,2/18/21
70,25,,0.25,17.5,2/19/21
75,25,,0.25,18.75,2/20/21
71,24,False,0.24,17.04,2/21/21
71,24,,0.24,17.04,2/22/21
79,24,,0.24,18.96,2/23/21
70,24,,0.24,16.8,2/24/21
84,24,,0.24,20.16,2/25/21
71,24,,0.24,17.04,2/26/21
81,24,,0.24,19.44,2/27/21
84,23,False,0.23,19.32,2/28/21
100,23,,0.23,23.0,3/1/21
85,23,,0.23,19.55,3/2/21
75,23,,0.23,17.25,3/3/21
77,23,,0.23,17.71,3/4/21
69,23,,0.23,15.87,3/5/21
82,23,,0.23,18.86,3/6/21
82,21,False,0.21,17.22,3/7/21
82,21,,0.21,17.22,3/8/21
78,21,,0.21,16.38,3/9/21
73,21,,0.21,15.33,3/10/21
74,21,,0.21,15.54,3/11/21
72,21,,0.21,15.12,3/12/21
86,21,,0.21,18.06,3/13/21
80,22,False,0.22,17.6,3/14/21
89,22,,0.22,19.58,3/15/21
81,22,,0.22,17.82,3/16/21
74,22,,0.22,16.28,3/17/21
84,22,,0.22,18.48,3/18/21
77,22,,0.22,16.94,3/19/21
81,22,,0.22,17.82,3/20/21
85,21,False,0.21,17.849999999999998,3/21/21
87,21,,0.21,18.27,3/22/21
78,21,,0.21,16.38,3/23/21
77,21,,0.21,16.169999999999998,3/24/21
85,21,,0.21,17.849999999999998,3/25/21
74,21,,0.21,15.54,3/26/21
81,21,,0.21,17.009999999999998,3/27/21
80,21,False,0.21,16.8,3/28/21
70,21,,0.21,14.7,3/29/21
91,21,,0.21,19.11,3/30/21
85,21,,0.21,17.849999999999998,3/31/21
89,21,,0.21,18.69,4/1/21
86,21,,0.21,18.06,4/2/21
89,21,,0.21,18.69,4/3/21
86,20,False,0.2,17.2,4/4/21
91,20,,0.2,18.2,4/5/21
78,20,,0.2,15.6,4/6/21
84,20,,0.2,16.8,4/7/21
82,20,,0.2,16.400000000000002,4/8/21
79,20,,0.2,15.8,4/9/21
87,20,,0.2,17.400000000000002,4/10/21
83,21,False,0.21,17.43,4/11/21
88,21,,0.21,18.48,4/12/21
89,21,,0.21,18.69,4/13/21
91,21,,0.21,19.11,4/14/21
90,21,,0.21,18.9,4/15/21
84,21,,0.21,17.64,4/16/21
84,21,,0.21,17.64,4/17/21
87,22,False,0.22,19.14,4/18/21
92,22,,0.22,20.24,4/19/21
100,22,,0.22,22.0,4/20/21
86,22,,0.22,18.92,4/21/21
93,22,,0.22,20.46,4/22/21
79,22,,0.22,17.38,4/23/21
84,22,,0.22,18.48,4/24/21
92,20,False,0.2,18.4,4/25/21
84,20,,0.2,16.8,4/26/21
88,20,,0.2,17.6,4/27/21
84,20,,0.2,16.8,4/28/21
90,20,,0.2,18.0,4/29/21
88,20,,0.2,17.6,4/30/21
71,20,,0.2,14.2,5/1/21
71,21,False,0.21,14.91,5/2/21
74,21,,0.21,15.54,5/3/21
77,21,,0.21,16.169999999999998,5/4/21
59,21,,0.21,12.39,5/5/21
75,21,,0.21,15.75,5/6/21
71,21,,0.21,14.91,5/7/21
66,21,,0.21,13.86,5/8/21
73,25,False,0.25,18.25,5/9/21
93,25,,0.25,23.25,5/10/21
92,25,,0.25,23.0,5/11/21
92,25,,0.25,23.0,5/12/21
80,25,,0.25,20.0,5/13/21
91,25,,0.25,22.75,5/14/21
93,25,,0.25,23.25,5/15/21
100,25,False,0.25,25.0,5/16/21
99,25,,0.25,24.75,5/17/21
83,25,,0.25,20.75,5/18/21
72,25,,0.25,18.0,5/19/21
66,25,,0.25,16.5,5/20/21
75,25,,0.25,18.75,5/21/21
69,25,,0.25,17.25,5/22/21
79,24,False,0.24,18.96,5/23/21
77,24,,0.24,18.48,5/24/21
77,24,,0.24,18.48,5/25/21
82,24,,0.24,19.68,5/26/21
78,24,,0.24,18.72,5/27/21
72,24,,0.24,17.28,5/28/21
89,24,,0.24,21.36,5/29/21
91,23,False,0.23,20.93,5/30/21
94,23,,0.23,21.62,5/31/21
92,23,,0.23,21.16,6/1/21
88,23,,0.23,20.24,6/2/21
82,23,,0.23,18.86,6/3/21
79,23,,0.23,18.17,6/4/21
76,23,,0.23,17.48,6/5/21
77,21,False,0.21,16.169999999999998,6/6/21
76,21,,0.21,15.96,6/7/21
83,21,,0.21,17.43,6/8/21
71,21,,0.21,14.91,6/9/21
90,21,,0.21,18.9,6/10/21
77,21,,0.21,16.169999999999998,6/11/21
74,21,,0.21,15.54,6/12/21
88,21,False,0.21,18.48,6/13/21
78,21,,0.21,16.38,6/14/21
79,21,,0.21,16.59,6/15/21
73,21,,0.21,15.33,6/16/21
86,21,,0.21,18.06,6/17/21
75,21,,0.21,15.75,6/18/21
69,21,,0.21,14.49,6/19/21
73,23,False,0.23,16.79,6/20/21
100,23,,0.23,23.0,6/21/21
94,23,,0.23,21.62,6/22/21
92,23,,0.23,21.16,6/23/21
76,23,,0.23,17.48,6/24/21
72,23,,0.23,16.560000000000002,6/25/21
75,23,,0.23,17.25,6/26/21
69,20,False,0.2,13.8,6/27/21
79,20,,0.2,15.8,6/28/21
75,20,,0.2,15.0,6/29/21
78,20,,0.2,15.6,6/30/21
88,20,,0.2,17.6,7/1/21
93,20,,0.2,18.6,7/2/21
93,20,,0.2,18.6,7/3/21
99,21,False,0.21,20.79,7/4/21
96,21,,0.21,20.16,7/5/21
91,21,,0.21,19.11,7/6/21
79,21,,0.21,16.59,7/7/21
100,21,,0.21,21.0,7/8/21
87,21,,0.21,18.27,7/9/21
89,21,,0.21,18.69,7/10/21
87,20,False,0.2,17.400000000000002,7/11/21
94,20,,0.2,18.8,7/12/21
96,20,,0.2,19.200000000000003,7/13/21
94,20,,0.2,18.8,7/14/21
83,20,,0.2,16.6,7/15/21
89,20,,0.2,17.8,7/16/21
84,20,,0.2,16.8,7/17/21
95,19,False,0.19,18.05,7/18/21
94,19,,0.19,17.86,7/19/21
89,19,,0.19,16.91,7/20/21
93,19,,0.19,17.67,7/21/21
83,19,,0.19,15.77,7/22/21
90,19,,0.19,17.1,7/23/21
66,19,,0.19,12.54,7/24/21
88,18,False,0.18,15.84,7/25/21
79,18,,0.18,14.22,7/26/21
91,18,,0.18,16.38,7/27/21
74,18,,0.18,13.32,7/28/21
83,18,,0.18,14.94,7/29/21
77,18,,0.18,13.86,7/30/21
66,18,,0.18,11.88,7/31/21
94,19,False,0.19,17.86,8/1/21
87,19,,0.19,16.53,8/2/21
88,19,,0.19,16.72,8/3/21
78,19,,0.19,14.82,8/4/21
88,19,,0.19,16.72,8/5/21
76,19,,0.19,14.44,8/6/21
79,19,,0.19,15.01,8/7/21
86,17,False,0.17,14.62,8/8/21
86,17,,0.17,14.62,8/9/21
74,17,,0.17,12.58,8/10/21
79,17,,0.17,13.43,8/11/21
79,17,,0.17,13.43,8/12/21
79,17,,0.17,13.43,8/13/21
76,17,,0.17,12.920000000000002,8/14/21
100,19,False,0.19,19.0,8/15/21
90,19,,0.19,17.1,8/16/21
88,19,,0.19,16.72,8/17/21
79,19,,0.19,15.01,8/18/21
84,19,,0.19,15.96,8/19/21
85,19,,0.19,16.15,8/20/21
77,19,,0.19,14.63,8/21/21
99,21,False,0.21,20.79,8/22/21
94,21,,0.21,19.74,8/23/21
93,21,,0.21,19.53,8/24/21
100,21,,0.21,21.0,8/25/21
90,21,,0.21,18.9,8/26/21
97,21,,0.21,20.37,8/27/21
86,21,,0.21,18.06,8/28/21
85,19,False,0.19,16.15,8/29/21
85,19,,0.19,16.15,8/30/21
82,19,,0.19,15.58,8/31/21
84,19,,0.19,15.96,9/1/21
82,19,,0.19,15.58,9/2/21
74,19,,0.19,14.06,9/3/21
79,19,,0.19,15.01,9/4/21
75,20,False,0.2,15.0,9/5/21
100,20,,0.2,20.0,9/6/21
87,20,,0.2,17.400000000000002,9/7/21
68,20,,0.2,13.6,9/8/21
77,20,,0.2,15.4,9/9/21
67,20,,0.2,13.4,9/10/21
69,20,,0.2,13.8,9/11/21
72,18,False,0.18,12.96,9/12/21
78,18,,0.18,14.04,9/13/21
75,18,,0.18,13.5,9/14/21
69,18,,0.18,12.42,9/15/21
66,18,,0.18,11.88,9/16/21
74,18,,0.18,13.32,9/17/21
72,18,,0.18,12.96,9/18/21
77,19,False,0.19,14.63,9/19/21
76,19,,0.19,14.44,9/20/21
81,19,,0.19,15.39,9/21/21
64,19,,0.19,12.16,9/22/21
79,19,,0.19,15.01,9/23/21
71,19,,0.19,13.49,9/24/21
79,19,,0.19,15.01,9/25/21
85,20,False,0.2,17.0,9/26/21
78,20,,0.2,15.6,9/27/21
83,20,,0.2,16.6,9/28/21
87,20,,0.2,17.400000000000002,9/29/21
82,20,,0.2,16.400000000000002,9/30/21
73,20,,0.2,14.6,10/1/21
76,20,,0.2,15.2,10/2/21
76,19,False,0.19,14.44,10/3/21
73,19,,0.19,13.87,10/4/21
71,19,,0.19,13.49,10/5/21
76,19,,0.19,14.44,10/6/21
72,19,,0.19,13.68,10/7/21
71,19,,0.19,13.49,10/8/21
70,19,,0.19,13.3,10/9/21
73,22,False,0.22,16.06,10/10/21
85,22,,0.22,18.7,10/11/21
80,22,,0.22,17.6,10/12/21
90,22,,0.22,19.8,10/13/21
85,22,,0.22,18.7,10/14/21
74,22,,0.22,16.28,10/15/21
81,22,,0.22,17.82,10/16/21
83,23,False,0.23,19.09,10/17/21
82,23,,0.23,18.86,10/18/21
88,23,,0.23,20.24,10/19/21
80,23,,0.23,18.4,10/20/21
81,23,,0.23,18.630000000000003,10/21/21
85,23,,0.23,19.55,10/22/21
74,23,,0.23,17.02,10/23/21
92,23,False,0.23,21.16,10/24/21
87,23,,0.23,20.01,10/25/21
100,23,,0.23,23.0,10/26/21
84,23,,0.23,19.32,10/27/21
82,23,,0.23,18.86,10/28/21
80,23,,0.23,18.4,10/29/21
85,23,,0.23,19.55,10/30/21
90,26,False,0.26,23.4,10/31/21
20,26,,0.26,5.2,11/1/21
21,26,,0.26,5.46,11/2/21
16,26,,0.26,4.16,11/3/21
19,26,,0.26,4.94,11/4/21
21,26,,0.26,5.46,11/5/21
21,26,,0.26,5.46,11/6/21
21,30,False,0.3,6.3,11/7/21
21,30,,0.3,6.3,11/8/21
21,30,,0.3,6.3,11/9/21
20,30,,0.3,6.0,11/10/21
26,30,,0.3,7.8,11/11/21
23,30,,0.3,6.8999999999999995,11/12/21
21,30,,0.3,6.3,11/13/21
