Date,Golden State Warriors_unscaled,Golden State Warriors_monthly,isPartial,scale,Golden State Warriors,GoldenStateWarriors_adjusted
2020-12-22,37,13.0,,0.13,4.8100000000000005,13.0
2020-12-23,100,13.0,,0.13,13.0,3.25
2020-12-24,25,13.0,,0.13,3.25,9.36
2020-12-25,72,13.0,,0.13,9.36,4.8100000000000005
2020-12-26,37,13.0,,0.13,4.8100000000000005,3.08
2020-12-27,28,11.0,False,0.11,3.08,5.83
2020-12-28,53,11.0,,0.11,5.83,2.86
2020-12-29,26,11.0,,0.11,2.86,5.06
2020-12-30,46,11.0,,0.11,5.06,2.42
2020-12-31,22,11.0,,0.11,2.42,2.97
2021-01-01,27,11.0,,0.11,2.97,6.82
2021-01-02,62,11.0,,0.11,6.82,3.5999999999999996
2021-01-03,24,15.0,False,0.15,3.5999999999999996,15.0
2021-01-04,100,15.0,,0.15,15.0,12.0
2021-01-05,80,15.0,,0.15,12.0,4.2
2021-01-06,28,15.0,,0.15,4.2,8.7
2021-01-07,58,15.0,,0.15,8.7,3.5999999999999996
2021-01-08,24,15.0,,0.15,3.5999999999999996,11.25
2021-01-09,75,15.0,,0.15,11.25,4.2
2021-01-10,35,12.0,False,0.12,4.2,7.44
2021-01-11,62,12.0,,0.12,7.44,3.12
2021-01-12,26,12.0,,0.12,3.12,7.68
2021-01-13,64,12.0,,0.12,7.68,3.5999999999999996
2021-01-14,30,12.0,,0.12,3.5999999999999996,6.12
2021-01-15,51,12.0,,0.12,6.12,2.88
2021-01-16,24,12.0,,0.12,2.88,2.6
2021-01-17,20,13.0,False,0.13,2.6,2.6
2021-01-18,20,13.0,,0.13,2.6,10.14
2021-01-19,78,13.0,,0.13,10.14,3.51
2021-01-20,27,13.0,,0.13,3.51,8.84
2021-01-21,68,13.0,,0.13,8.84,8.19
2021-01-22,63,13.0,,0.13,8.19,3.77
2021-01-23,29,13.0,,0.13,3.77,6.0
2021-01-24,50,12.0,False,0.12,6.0,2.52
2021-01-25,21,12.0,,0.12,2.52,5.88
2021-01-26,49,12.0,,0.12,5.88,3.48
2021-01-27,29,12.0,,0.12,3.48,7.8
2021-01-28,65,12.0,,0.12,7.8,5.88
2021-01-29,49,12.0,,0.12,5.88,3.24
2021-01-30,27,12.0,,0.12,3.24,6.05
2021-01-31,55,11.0,False,0.11,6.05,3.08
2021-02-01,28,11.0,,0.11,3.08,3.52
2021-02-02,32,11.0,,0.11,3.52,8.69
2021-02-03,79,11.0,,0.11,8.69,3.63
2021-02-04,33,11.0,,0.11,3.63,8.58
2021-02-05,78,11.0,,0.11,8.58,4.51
2021-02-06,41,11.0,,0.11,4.51,12.0
2021-02-07,100,12.0,False,0.12,12.0,3.96
2021-02-08,33,12.0,,0.12,3.96,7.68
2021-02-09,64,12.0,,0.12,7.68,8.04
2021-02-10,67,12.0,,0.12,8.04,3.96
2021-02-11,33,12.0,,0.12,3.96,9.48
2021-02-12,79,12.0,,0.12,9.48,6.96
2021-02-13,58,12.0,,0.12,6.96,12.87
2021-02-14,99,13.0,False,0.13,12.87,4.94
2021-02-15,38,13.0,,0.13,4.94,9.1
2021-02-16,70,13.0,,0.13,9.1,4.94
2021-02-17,38,13.0,,0.13,4.94,11.31
2021-02-18,87,13.0,,0.13,11.31,5.59
2021-02-19,43,13.0,,0.13,5.59,8.84
2021-02-20,68,13.0,,0.13,8.84,10.08
2021-02-21,84,12.0,False,0.12,10.08,3.36
2021-02-22,28,12.0,,0.12,3.36,4.56
2021-02-23,38,12.0,,0.12,4.56,7.92
2021-02-24,66,12.0,,0.12,7.92,8.04
2021-02-25,67,12.0,,0.12,8.04,4.4399999999999995
2021-02-26,37,12.0,,0.12,4.4399999999999995,10.32
2021-02-27,86,12.0,,0.12,10.32,4.7
2021-02-28,47,10.0,False,0.1,4.7,10.0
2021-03-01,100,10.0,,0.1,10.0,4.0
2021-03-02,40,10.0,,0.1,4.0,4.800000000000001
2021-03-03,48,10.0,,0.1,4.800000000000001,9.0
2021-03-04,90,10.0,,0.1,9.0,6.300000000000001
2021-03-05,63,10.0,,0.1,6.300000000000001,3.3000000000000003
2021-03-06,33,10.0,,0.1,3.3000000000000003,1.74
2021-03-07,29,6.0,False,0.06,1.74,2.1
2021-03-08,35,6.0,,0.06,2.1,1.92
2021-03-09,32,6.0,,0.06,1.92,2.04
2021-03-10,34,6.0,,0.06,2.04,2.4
2021-03-11,40,6.0,,0.06,2.4,5.279999999999999
2021-03-12,88,6.0,,0.06,5.279999999999999,2.46
2021-03-13,41,6.0,,0.06,2.46,7.4
2021-03-14,74,10.0,False,0.1,7.4,4.6000000000000005
2021-03-15,46,10.0,,0.1,4.6000000000000005,7.6
2021-03-16,76,10.0,,0.1,7.6,4.1000000000000005
2021-03-17,41,10.0,,0.1,4.1000000000000005,7.800000000000001
2021-03-18,78,10.0,,0.1,7.800000000000001,4.9
2021-03-19,49,10.0,,0.1,4.9,9.7
2021-03-20,97,10.0,,0.1,9.7,6.6000000000000005
2021-03-21,66,10.0,False,0.1,6.6000000000000005,3.7
2021-03-22,37,10.0,,0.1,3.7,4.5
2021-03-23,45,10.0,,0.1,4.5,8.4
2021-03-24,84,10.0,,0.1,8.4,7.2
2021-03-25,72,10.0,,0.1,7.2,7.7
2021-03-26,77,10.0,,0.1,7.7,6.2
2021-03-27,62,10.0,,0.1,6.2,3.44
2021-03-28,43,8.0,False,0.08,3.44,2.88
2021-03-29,36,8.0,,0.08,2.88,5.44
2021-03-30,68,8.0,,0.08,5.44,3.2
2021-03-31,40,8.0,,0.08,3.2,2.32
2021-04-01,29,8.0,,0.08,2.32,3.6
2021-04-02,45,8.0,,0.08,3.6,5.36
2021-04-03,67,8.0,,0.08,5.36,2.72
2021-04-04,34,8.0,False,0.08,2.72,3.12
2021-04-05,39,8.0,,0.08,3.12,1.76
2021-04-06,22,8.0,,0.08,1.76,3.84
2021-04-07,48,8.0,,0.08,3.84,2.24
2021-04-08,28,8.0,,0.08,2.24,2.0
2021-04-09,25,8.0,,0.08,2.0,3.76
2021-04-10,47,8.0,,0.08,3.76,6.24
2021-04-11,48,13.0,False,0.13,6.24,2.99
2021-04-12,23,13.0,,0.13,2.99,8.32
2021-04-13,64,13.0,,0.13,8.32,4.16
2021-04-14,32,13.0,,0.13,4.16,9.88
2021-04-15,76,13.0,,0.13,9.88,9.1
2021-04-16,70,13.0,,0.13,9.1,4.68
2021-04-17,36,13.0,,0.13,4.68,15.0
2021-04-18,100,15.0,False,0.15,15.0,6.6
2021-04-19,44,15.0,,0.15,6.6,12.9
2021-04-20,86,15.0,,0.15,12.9,7.05
2021-04-21,47,15.0,,0.15,7.05,9.45
2021-04-22,63,15.0,,0.15,9.45,4.8
2021-04-23,32,15.0,,0.15,4.8,11.7
2021-04-24,78,15.0,,0.15,11.7,5.59
2021-04-25,43,13.0,False,0.13,5.59,11.18
2021-04-26,86,13.0,,0.13,11.18,4.68
2021-04-27,36,13.0,,0.13,4.68,9.88
2021-04-28,76,13.0,,0.13,9.88,4.16
2021-04-29,32,13.0,,0.13,4.16,6.11
2021-04-30,47,13.0,,0.13,6.11,1.17
2021-05-01,9,13.0,,0.13,1.17,2.04
2021-05-02,17,12.0,False,0.12,2.04,1.2
2021-05-03,10,12.0,,0.12,1.2,2.16
2021-05-04,18,12.0,,0.12,2.16,2.16
2021-05-05,18,12.0,,0.12,2.16,1.08
2021-05-06,9,12.0,,0.12,1.08,2.16
2021-05-07,18,12.0,,0.12,2.16,1.44
2021-05-08,12,12.0,,0.12,1.44,3.68
2021-05-09,23,16.0,False,0.16,3.68,1.6
2021-05-10,10,16.0,,0.16,1.6,4.16
2021-05-11,26,16.0,,0.16,4.16,4.16
2021-05-12,26,16.0,,0.16,4.16,2.08
2021-05-13,13,16.0,,0.16,2.08,2.4
2021-05-14,15,16.0,,0.16,2.4,4.16
2021-05-15,26,16.0,,0.16,4.16,8.99
2021-05-16,29,31.0,False,0.31,8.99,6.2
2021-05-17,20,31.0,,0.31,6.2,3.41
2021-05-18,11,31.0,,0.31,3.41,5.58
2021-05-19,18,31.0,,0.31,5.58,20.15
2021-05-20,65,31.0,,0.31,20.15,7.44
2021-05-21,24,31.0,,0.31,7.44,31.0
2021-05-22,100,31.0,,0.31,31.0,1.1900000000000002
2021-05-23,17,7.0,False,0.07,1.1900000000000002,0.6300000000000001
2021-05-24,9,7.0,,0.07,0.6300000000000001,0.49
2021-05-25,7,7.0,,0.07,0.49,0.56
2021-05-26,8,7.0,,0.07,0.56,0.42
2021-05-27,6,7.0,,0.07,0.42,0.42
2021-05-28,6,7.0,,0.07,0.42,0.42
2021-05-29,6,7.0,,0.07,0.42,0.3
2021-05-30,6,5.0,False,0.05,0.3,0.3
2021-05-31,6,5.0,,0.05,0.3,2.85
2021-06-01,57,5.0,,0.05,2.85,3.7
2021-06-02,74,5.0,,0.05,3.7,2.95
2021-06-03,59,5.0,,0.05,2.95,3.7
2021-06-04,74,5.0,,0.05,3.7,3.1
2021-06-05,62,5.0,,0.05,3.1,2.56
2021-06-06,64,4.0,False,0.04,2.56,1.8
2021-06-07,45,4.0,,0.04,1.8,2.0
2021-06-08,50,4.0,,0.04,2.0,2.08
2021-06-09,52,4.0,,0.04,2.08,2.12
2021-06-10,53,4.0,,0.04,2.12,1.76
2021-06-11,44,4.0,,0.04,1.76,2.28
2021-06-12,57,4.0,,0.04,2.28,1.92
2021-06-13,48,4.0,False,0.04,1.92,1.64
2021-06-14,41,4.0,,0.04,1.64,1.68
2021-06-15,42,4.0,,0.04,1.68,2.32
2021-06-16,58,4.0,,0.04,2.32,1.92
2021-06-17,48,4.0,,0.04,1.92,2.0
2021-06-18,50,4.0,,0.04,2.0,2.44
2021-06-19,61,4.0,,0.04,2.44,3.3000000000000003
2021-06-20,66,5.0,False,0.05,3.3000000000000003,2.7
2021-06-21,54,5.0,,0.05,2.7,2.0500000000000003
2021-06-22,41,5.0,,0.05,2.0500000000000003,5.0
2021-06-23,100,5.0,,0.05,5.0,3.75
2021-06-24,75,5.0,,0.05,3.75,2.95
2021-06-25,59,5.0,,0.05,2.95,2.9000000000000004
2021-06-26,58,5.0,,0.05,2.9000000000000004,2.2
2021-06-27,55,4.0,False,0.04,2.2,2.28
2021-06-28,57,4.0,,0.04,2.28,2.08
2021-06-29,52,4.0,,0.04,2.08,2.28
2021-06-30,57,4.0,,0.04,2.28,1.28
2021-07-01,32,4.0,,0.04,1.28,1.2
2021-07-02,30,4.0,,0.04,1.2,0.96
2021-07-03,24,4.0,,0.04,0.96,0.96
2021-07-04,24,4.0,False,0.04,0.96,0.92
2021-07-05,23,4.0,,0.04,0.92,0.84
2021-07-06,21,4.0,,0.04,0.84,1.04
2021-07-07,26,4.0,,0.04,1.04,0.96
2021-07-08,24,4.0,,0.04,0.96,1.12
2021-07-09,28,4.0,,0.04,1.12,0.84
2021-07-10,21,4.0,,0.04,0.84,0.84
2021-07-11,21,4.0,False,0.04,0.84,1.04
2021-07-12,26,4.0,,0.04,1.04,1.0
2021-07-13,25,4.0,,0.04,1.0,1.2
2021-07-14,30,4.0,,0.04,1.2,1.08
2021-07-15,27,4.0,,0.04,1.08,1.16
2021-07-16,29,4.0,,0.04,1.16,0.96
2021-07-17,24,4.0,,0.04,0.96,1.15
2021-07-18,23,5.0,False,0.05,1.15,1.2000000000000002
2021-07-19,24,5.0,,0.05,1.2000000000000002,1.1
2021-07-20,22,5.0,,0.05,1.1,1.75
2021-07-21,35,5.0,,0.05,1.75,1.25
2021-07-22,25,5.0,,0.05,1.25,1.7000000000000002
2021-07-23,34,5.0,,0.05,1.7000000000000002,1.65
2021-07-24,33,5.0,,0.05,1.65,1.96
2021-07-25,28,7.0,False,0.07,1.96,1.89
2021-07-26,27,7.0,,0.07,1.89,2.24
2021-07-27,32,7.0,,0.07,2.24,2.31
2021-07-28,33,7.0,,0.07,2.31,3.640000000000001
2021-07-29,52,7.0,,0.07,3.640000000000001,7.000000000000001
2021-07-30,100,7.0,,0.07,7.000000000000001,3.5000000000000004
2021-07-31,50,7.0,,0.07,3.5000000000000004,6.24
2021-08-01,52,12.0,False,0.12,6.24,6.359999999999999
2021-08-02,53,12.0,,0.12,6.359999999999999,12.0
2021-08-03,100,12.0,,0.12,12.0,11.52
2021-08-04,96,12.0,,0.12,11.52,8.64
2021-08-05,72,12.0,,0.12,8.64,9.0
2021-08-06,75,12.0,,0.12,9.0,8.16
2021-08-07,68,12.0,,0.12,8.16,3.3600000000000003
2021-08-08,48,7.0,False,0.07,3.3600000000000003,2.8000000000000003
2021-08-09,40,7.0,,0.07,2.8000000000000003,3.43
2021-08-10,49,7.0,,0.07,3.43,3.1500000000000004
2021-08-11,45,7.0,,0.07,3.1500000000000004,3.22
2021-08-12,46,7.0,,0.07,3.22,3.01
2021-08-13,43,7.0,,0.07,3.01,3.22
2021-08-14,46,7.0,,0.07,3.22,2.28
2021-08-15,38,6.0,False,0.06,2.28,2.4
2021-08-16,40,6.0,,0.06,2.4,2.16
2021-08-17,36,6.0,,0.06,2.16,2.34
2021-08-18,39,6.0,,0.06,2.34,2.28
2021-08-19,38,6.0,,0.06,2.28,1.98
2021-08-20,33,6.0,,0.06,1.98,1.92
2021-08-21,32,6.0,,0.06,1.92,1.4
2021-08-22,28,5.0,False,0.05,1.4,1.25
2021-08-23,25,5.0,,0.05,1.25,1.4500000000000002
2021-08-24,29,5.0,,0.05,1.4500000000000002,1.5
2021-08-25,30,5.0,,0.05,1.5,1.25
2021-08-26,25,5.0,,0.05,1.25,1.55
2021-08-27,31,5.0,,0.05,1.55,1.5
2021-08-28,30,5.0,,0.05,1.5,1.0
2021-08-29,25,4.0,False,0.04,1.0,1.0
2021-08-30,25,4.0,,0.04,1.0,0.92
2021-08-31,23,4.0,,0.04,0.92,4.0
2021-09-01,100,4.0,,0.04,4.0,3.72
2021-09-02,93,4.0,,0.04,3.72,3.36
2021-09-03,84,4.0,,0.04,3.36,3.24
2021-09-04,81,4.0,,0.04,3.24,3.2
2021-09-05,80,4.0,False,0.04,3.2,3.0
2021-09-06,75,4.0,,0.04,3.0,2.88
2021-09-07,72,4.0,,0.04,2.88,3.12
2021-09-08,78,4.0,,0.04,3.12,3.52
2021-09-09,88,4.0,,0.04,3.52,3.48
2021-09-10,87,4.0,,0.04,3.48,2.28
2021-09-11,57,4.0,,0.04,2.28,2.4
2021-09-12,60,4.0,False,0.04,2.4,2.48
2021-09-13,62,4.0,,0.04,2.48,2.44
2021-09-14,61,4.0,,0.04,2.44,2.72
2021-09-15,68,4.0,,0.04,2.72,3.3200000000000003
2021-09-16,83,4.0,,0.04,3.3200000000000003,3.0
2021-09-17,75,4.0,,0.04,3.0,2.64
2021-09-18,66,4.0,,0.04,2.64,2.64
2021-09-19,66,4.0,False,0.04,2.64,2.36
2021-09-20,59,4.0,,0.04,2.36,2.52
2021-09-21,63,4.0,,0.04,2.52,3.16
2021-09-22,79,4.0,,0.04,3.16,3.56
2021-09-23,89,4.0,,0.04,3.56,3.52
2021-09-24,88,4.0,,0.04,3.52,3.4
2021-09-25,85,4.0,,0.04,3.4,2.8000000000000003
2021-09-26,70,4.0,False,0.04,2.8000000000000003,3.16
2021-09-27,79,4.0,,0.04,3.16,3.68
2021-09-28,92,4.0,,0.04,3.68,3.44
2021-09-29,86,4.0,,0.04,3.44,3.68
2021-09-30,92,4.0,,0.04,3.68,0.44
2021-10-01,11,4.0,,0.04,0.44,0.52
2021-10-02,13,4.0,,0.04,0.52,0.96
2021-10-03,12,8.0,False,0.08,0.96,1.12
2021-10-04,14,8.0,,0.08,1.12,2.8000000000000003
2021-10-05,35,8.0,,0.08,2.8000000000000003,1.44
2021-10-06,18,8.0,,0.08,1.44,2.64
2021-10-07,33,8.0,,0.08,2.64,1.44
2021-10-08,18,8.0,,0.08,1.44,3.04
2021-10-09,38,8.0,,0.08,3.04,1.36
2021-10-10,17,8.0,False,0.08,1.36,1.36
2021-10-11,17,8.0,,0.08,1.36,1.2
2021-10-12,15,8.0,,0.08,1.2,2.96
2021-10-13,37,8.0,,0.08,2.96,1.6
2021-10-14,20,8.0,,0.08,1.6,1.52
2021-10-15,19,8.0,,0.08,1.52,2.56
2021-10-16,32,8.0,,0.08,2.56,3.5999999999999996
2021-10-17,20,18.0,False,0.18,3.5999999999999996,3.24
2021-10-18,18,18.0,,0.18,3.24,5.04
2021-10-19,28,18.0,,0.18,5.04,17.099999999999998
2021-10-20,95,18.0,,0.18,17.099999999999998,6.84
2021-10-21,38,18.0,,0.18,6.84,18.0
2021-10-22,100,18.0,,0.18,18.0,6.66
2021-10-23,37,18.0,,0.18,6.66,6.4799999999999995
2021-10-24,36,18.0,False,0.18,6.4799999999999995,11.7
2021-10-25,65,18.0,,0.18,11.7,5.76
2021-10-26,32,18.0,,0.18,5.76,12.78
2021-10-27,71,18.0,,0.18,12.78,6.12
2021-10-28,34,18.0,,0.18,6.12,12.96
2021-10-29,72,18.0,,0.18,12.96,5.22
2021-10-30,29,18.0,,0.18,5.22,8.8
2021-10-31,55,16.0,False,0.16,8.8,4.0
2021-11-01,25,16.0,,0.16,4.0,3.68
2021-11-02,23,16.0,,0.16,3.68,4.64
2021-11-03,29,16.0,,0.16,4.64,12.0
2021-11-04,75,16.0,,0.16,12.0,4.64
2021-11-05,29,16.0,,0.16,4.64,10.4
2021-11-06,65,16.0,,0.16,10.4,8.16
2021-11-07,34,24.0,False,0.24,8.16,14.16
2021-11-08,59,24.0,,0.24,14.16,18.24
2021-11-09,76,24.0,,0.24,18.24,10.08
2021-11-10,42,24.0,,0.24,10.08,18.72
2021-11-11,78,24.0,,0.24,18.72,8.879999999999999
2021-11-12,37,24.0,,0.24,8.879999999999999,24.0
2021-11-13,100,24.0,,0.24,24.0,11.0
2021-11-14,44,25.0,False,0.25,11.0,15.75
2021-11-15,63,25.0,,0.25,15.75,8.5
2021-11-16,34,25.0,,0.25,8.5,24.25
2021-11-17,97,25.0,,0.25,24.25,11.25
2021-11-18,45,25.0,,0.25,11.25,22.0
2021-11-19,88,25.0,,0.25,22.0,20.75
2021-11-20,83,25.0,,0.25,20.75,11.27
2021-11-21,49,23.0,False,0.23,11.27,15.41
2021-11-22,67,23.0,,0.23,15.41,7.590000000000001
2021-11-23,33,23.0,,0.23,7.590000000000001,8.74
2021-11-24,38,23.0,,0.23,8.74,22.77
2021-11-25,99,23.0,,0.23,22.77,8.280000000000001
2021-11-26,36,23.0,,0.23,8.280000000000001,22.08
2021-11-27,96,23.0,,0.23,22.08,18.96
2021-11-28,79,24.0,False,0.24,18.96,12.0
2021-11-29,50,24.0,,0.24,12.0,9.84
2021-11-30,41,24.0,,0.24,9.84,21.119999999999997
2021-12-01,88,24.0,,0.24,21.119999999999997,6.24
2021-12-02,26,24.0,,0.24,6.24,7.92
2021-12-03,33,24.0,,0.24,7.92,24.0
2021-12-04,100,24.0,,0.24,24.0,13.8
2021-12-05,69,20.0,False,0.2,13.8,5.800000000000001
2021-12-06,29,20.0,,0.2,5.800000000000001,12.2
2021-12-07,61,20.0,,0.2,12.2,7.0
2021-12-08,35,20.0,,0.2,7.0,13.8
2021-12-09,69,20.0,,0.2,13.8,7.0
2021-12-10,35,20.0,,0.2,7.0,8.8
2021-12-11,44,20.0,,0.2,8.8,25.74
2021-12-12,99,26.0,False,0.26,25.74,9.62
2021-12-13,37,26.0,,0.26,9.62,23.66
2021-12-14,91,26.0,,0.26,23.66,24.44
2021-12-15,94,26.0,,0.26,24.44,7.54
2021-12-16,29,26.0,,0.26,7.54,8.32
2021-12-17,32,26.0,,0.26,8.32,18.2
2021-12-18,70,26.0,,0.26,18.2,11.4
2021-12-19,57,20.0,False,0.2,11.4,6.6000000000000005
2021-12-20,33,20.0,,0.2,6.6000000000000005,10.0
2021-12-21,50,20.0,,0.2,10.0,5.800000000000001
2021-12-22,29,20.0,,0.2,5.800000000000001,6.800000000000001
2021-12-23,34,20.0,,0.2,6.800000000000001,13.4
2021-12-24,67,20.0,,0.2,13.4,13.2
2021-12-25,66,20.0,,0.2,13.2,16.2
2021-12-26,81,20.0,False,0.2,16.2,6.0
2021-12-27,30,20.0,,0.2,6.0,6.6000000000000005
2021-12-28,33,20.0,,0.2,6.6000000000000005,13.4
2021-12-29,67,20.0,,0.2,13.4,6.4
2021-12-30,32,20.0,,0.2,6.4,8.6
2021-12-31,43,20.0,,0.2,8.6,4.2
2022-01-01,21,20.0,,0.2,4.2,8.17
2022-01-02,43,19.0,False,0.19,8.17,3.42
2022-01-03,18,19.0,,0.19,3.42,8.17
2022-01-04,43,19.0,,0.19,8.17,4.37
2022-01-05,23,19.0,,0.19,4.37,6.2700000000000005
2022-01-06,33,19.0,,0.19,6.2700000000000005,6.84
2022-01-07,36,19.0,,0.19,6.84,3.99
2022-01-08,21,19.0,,0.19,3.99,14.72
2022-01-09,46,32.0,False,0.32,14.72,32.0
2022-01-10,100,32.0,,0.32,32.0,7.04
2022-01-11,22,32.0,,0.32,7.04,15.04
2022-01-12,47,32.0,,0.32,15.04,7.36
2022-01-13,23,32.0,,0.32,7.36,13.76
2022-01-14,43,32.0,,0.32,13.76,14.4
2022-01-15,45,32.0,,0.32,14.4,4.18
2022-01-16,22,19.0,False,0.19,4.18,5.7
2022-01-17,30,19.0,,0.19,5.7,3.99
2022-01-18,21,19.0,,0.19,3.99,6.2700000000000005
2022-01-19,33,19.0,,0.19,6.2700000000000005,3.42
2022-01-20,18,19.0,,0.19,3.42,8.17
2022-01-21,43,19.0,,0.19,8.17,7.41
2022-01-22,39,19.0,,0.19,7.41,2.56
2022-01-23,16,16.0,False,0.16,2.56,5.6000000000000005
2022-01-24,35,16.0,,0.16,5.6000000000000005,2.24
2022-01-25,14,16.0,,0.16,2.24,5.6000000000000005
2022-01-26,35,16.0,,0.16,5.6000000000000005,2.56
2022-01-27,16,16.0,,0.16,2.56,6.5600000000000005
2022-01-28,41,16.0,,0.16,6.5600000000000005,3.68
2022-01-29,23,16.0,,0.16,3.68,10.4
2022-01-30,52,20.0,False,0.2,10.4,3.4000000000000004
2022-01-31,17,20.0,,0.2,3.4000000000000004,17.2
2022-02-01,86,20.0,,0.2,17.2,16.8
2022-02-02,84,20.0,,0.2,16.8,8.0
2022-02-03,40,20.0,,0.2,8.0,17.400000000000002
2022-02-04,87,20.0,,0.2,17.400000000000002,7.6
2022-02-05,38,20.0,,0.2,7.6,6.29
2022-02-06,37,17.0,False,0.17,6.29,6.800000000000001
2022-02-07,40,17.0,,0.17,6.800000000000001,12.920000000000002
2022-02-08,76,17.0,,0.17,12.920000000000002,7.99
2022-02-09,47,17.0,,0.17,7.99,12.58
2022-02-10,74,17.0,,0.17,12.58,13.43
2022-02-11,79,17.0,,0.17,13.43,6.800000000000001
2022-02-12,40,17.0,,0.17,6.800000000000001,15.0
2022-02-13,100,15.0,False,0.15,15.0,5.3999999999999995
2022-02-14,36,15.0,,0.15,5.3999999999999995,12.3
2022-02-15,82,15.0,,0.15,12.3,5.25
2022-02-16,35,15.0,,0.15,5.25,10.5
2022-02-17,70,15.0,,0.15,10.5,4.05
2022-02-18,27,15.0,,0.15,4.05,3.75
2022-02-19,25,15.0,,0.15,3.75,2.5
2022-02-20,25,10.0,False,0.1,2.5,2.7
2022-02-21,27,10.0,,0.1,2.7,2.2
2022-02-22,22,10.0,,0.1,2.2,2.7
2022-02-23,27,10.0,,0.1,2.7,3.3000000000000003
2022-02-24,33,10.0,,0.1,3.3000000000000003,7.1000000000000005
2022-02-25,71,10.0,,0.1,7.1000000000000005,3.4000000000000004
2022-02-26,34,10.0,,0.1,3.4000000000000004,7.05
2022-02-27,47,15.0,False,0.15,7.05,12.0
2022-02-28,80,15.0,,0.15,12.0,5.3999999999999995
2022-03-01,36,15.0,,0.15,5.3999999999999995,9.3
2022-03-02,62,15.0,,0.15,9.3,5.25
2022-03-03,35,15.0,,0.15,5.25,9.9
2022-03-04,66,15.0,,0.15,9.9,5.3999999999999995
2022-03-05,36,15.0,,0.15,5.3999999999999995,17.0
2022-03-06,100,17.0,False,0.17,17.0,5.78
2022-03-07,34,17.0,,0.17,5.78,11.05
2022-03-08,65,17.0,,0.17,11.05,12.07
2022-03-09,71,17.0,,0.17,12.07,6.29
2022-03-10,37,17.0,,0.17,6.29,13.090000000000002
2022-03-11,77,17.0,,0.17,13.090000000000002,6.800000000000001
2022-03-12,40,17.0,,0.17,6.800000000000001,15.47
2022-03-13,91,17.0,False,0.17,15.47,6.630000000000001
2022-03-14,39,17.0,,0.17,6.630000000000001,13.090000000000002
2022-03-15,77,17.0,,0.17,13.090000000000002,6.800000000000001
2022-03-16,40,17.0,,0.17,6.800000000000001,14.62
2022-03-17,86,17.0,,0.17,14.62,5.2700000000000005
2022-03-18,31,17.0,,0.17,5.2700000000000005,5.44
2022-03-19,32,17.0,,0.17,5.44,4.68
2022-03-20,36,13.0,False,0.13,4.68,7.0200000000000005
2022-03-21,54,13.0,,0.13,7.0200000000000005,5.07
2022-03-22,39,13.0,,0.13,5.07,7.54
2022-03-23,58,13.0,,0.13,7.54,6.76
2022-03-24,52,13.0,,0.13,6.76,5.2
2022-03-25,40,13.0,,0.13,5.2,7.0200000000000005
2022-03-26,54,13.0,,0.13,7.0200000000000005,5.88
2022-03-27,49,12.0,False,0.12,5.88,4.92
2022-03-28,41,12.0,,0.12,4.92,5.3999999999999995
2022-03-29,45,12.0,,0.12,5.3999999999999995,3.5999999999999996
2022-03-30,30,12.0,,0.12,3.5999999999999996,7.56
2022-03-31,63,12.0,,0.12,7.56,1.56
2022-04-01,13,12.0,,0.12,1.56,2.04
2022-04-02,17,12.0,,0.12,2.04,4.68
2022-04-03,36,13.0,False,0.13,4.68,3.51
2022-04-04,27,13.0,,0.13,3.51,1.69
2022-04-05,13,13.0,,0.13,1.69,1.95
2022-04-06,15,13.0,,0.13,1.95,2.08
2022-04-07,16,13.0,,0.13,2.08,3.64
2022-04-08,28,13.0,,0.13,3.64,2.47
2022-04-09,19,13.0,,0.13,2.47,3.72
2022-04-10,31,12.0,False,0.12,3.72,3.84
2022-04-11,32,12.0,,0.12,3.84,1.56
2022-04-12,13,12.0,,0.12,1.56,1.56
2022-04-13,13,12.0,,0.12,1.56,1.44
2022-04-14,12,12.0,,0.12,1.44,2.04
2022-04-15,17,12.0,,0.12,2.04,3.24
2022-04-16,27,12.0,,0.12,3.24,26.04
2022-04-17,84,31.0,False,0.31,26.04,9.3
2022-04-18,30,31.0,,0.31,9.3,21.39
2022-04-19,69,31.0,,0.31,21.39,7.75
2022-04-20,25,31.0,,0.31,7.75,9.61
2022-04-21,31,31.0,,0.31,9.61,24.49
2022-04-22,79,31.0,,0.31,24.49,10.23
2022-04-23,33,31.0,,0.31,10.23,30.0
2022-04-24,100,30.0,False,0.3,30.0,11.4
2022-04-25,38,30.0,,0.3,11.4,8.7
2022-04-26,29,30.0,,0.3,8.7,10.2
2022-04-27,34,30.0,,0.3,10.2,28.2
2022-04-28,94,30.0,,0.3,28.2,8.4
2022-04-29,28,30.0,,0.3,8.4,10.5
2022-04-30,35,30.0,,0.3,10.5,20.14
2022-05-01,53,38.0,False,0.38,20.14,7.6
2022-05-02,20,38.0,,0.38,7.6,6.08
2022-05-03,16,38.0,,0.38,6.08,19.76
2022-05-04,52,38.0,,0.38,19.76,6.08
2022-05-05,16,38.0,,0.38,6.08,6.08
2022-05-06,16,38.0,,0.38,6.08,8.74
2022-05-07,23,38.0,,0.38,8.74,40.2
2022-05-08,67,60.0,False,0.6,40.2,10.8
2022-05-09,18,60.0,,0.6,10.8,34.199999999999996
2022-05-10,57,60.0,,0.6,34.199999999999996,11.4
2022-05-11,19,60.0,,0.6,11.4,37.8
2022-05-12,63,60.0,,0.6,37.8,13.8
2022-05-13,23,60.0,,0.6,13.8,57.0
