Date,Adobe_unscaled,Adobe_monthly,isPartial,scale,Adobe
2025-03-20,91,94.0,,0.94,85.53999999999999
2025-03-21,80,94.0,,0.94,75.19999999999999
2025-03-22,66,94.0,,0.94,62.04
2025-03-23,50,89.0,False,0.89,44.5
2025-03-24,86,89.0,,0.89,76.54
2025-03-25,98,89.0,,0.89,87.22
2025-03-26,87,89.0,,0.89,77.43
2025-03-27,88,89.0,,0.89,78.32000000000001
2025-03-28,79,89.0,,0.89,70.31
2025-03-29,65,89.0,,0.89,57.85
2025-03-30,46,92.0,False,0.92,42.32
2025-03-31,82,92.0,,0.92,75.44
2025-04-01,100,92.0,,0.92,92.0
2025-04-02,92,92.0,,0.92,84.64
2025-04-03,96,92.0,,0.92,88.32000000000001
2025-04-04,77,92.0,,0.92,70.84
2025-04-05,71,92.0,,0.92,65.32000000000001
2025-04-06,48,87.0,False,0.87,41.76
2025-04-07,88,87.0,,0.87,76.56
2025-04-08,93,87.0,,0.87,80.91
2025-04-09,96,87.0,,0.87,83.52
2025-04-10,95,87.0,,0.87,82.65
2025-04-11,78,87.0,,0.87,67.86
2025-04-12,66,87.0,,0.87,57.42
2025-04-13,46,88.0,False,0.88,40.48
