Rakuten_unscaled,Rakuten_monthly,isPartial,scale,Rakuten
98,21.0,,0.21,20.58
89,21.0,,0.21,18.689999999999998
84,23.0,False,0.23,19.32
87,23.0,,0.23,20.01
60,23.0,,0.23,13.8
66,23.0,,0.23,15.180000000000001
64,23.0,,0.23,14.72
73,23.0,,0.23,16.79
65,23.0,,0.23,14.950000000000001
64,26.0,False,0.26,16.64
69,26.0,,0.26,17.94
79,26.0,,0.26,20.54
72,26.0,,0.26,18.72
77,26.0,,0.26,20.02
74,26.0,,0.26,19.240000000000002
61,26.0,,0.26,15.860000000000001
51,23.0,False,0.23,11.73
60,23.0,,0.23,13.8
63,23.0,,0.23,14.49
56,23.0,,0.23,12.88
74,23.0,,0.23,17.02
60,23.0,,0.23,13.8
78,23.0,,0.23,17.94
81,27.0,False,0.27,21.87
85,27.0,,0.27,22.950000000000003
70,27.0,,0.27,18.900000000000002
71,27.0,,0.27,19.17
76,27.0,,0.27,20.520000000000003
71,27.0,,0.27,19.17
72,27.0,,0.27,19.44
82,31.0,False,0.31,25.419999999999998
76,31.0,,0.31,23.56
84,31.0,,0.31,26.04
99,31.0,,0.31,30.69
100,31.0,,0.31,31.0
100,31.0,,0.31,31.0
70,31.0,,0.31,21.7
83,27.0,False,0.27,22.41
69,27.0,,0.27,18.630000000000003
75,27.0,,0.27,20.25
78,27.0,,0.27,21.060000000000002
78,27.0,,0.27,21.060000000000002
83,27.0,,0.27,22.41
76,27.0,,0.27,20.520000000000003
81,26.0,False,0.26,21.060000000000002
74,26.0,,0.26,19.240000000000002
85,26.0,,0.26,22.1
55,26.0,,0.26,14.3
69,26.0,,0.26,17.94
67,26.0,,0.26,17.42
66,26.0,,0.26,17.16
67,22.0,False,0.22,14.74
66,22.0,,0.22,14.52
65,22.0,,0.22,14.3
65,22.0,,0.22,14.3
69,22.0,,0.22,15.18
69,22.0,,0.22,15.18
60,22.0,,0.22,13.2
73,24.0,False,0.24,17.52
67,24.0,,0.24,16.08
60,24.0,,0.24,14.399999999999999
73,24.0,,0.24,17.52
70,24.0,,0.24,16.8
71,24.0,,0.24,17.04
76,24.0,,0.24,18.24
74,22.0,False,0.22,16.28
100,22.0,,0.22,22.0
81,22.0,,0.22,17.82
68,22.0,,0.22,14.96
59,22.0,,0.22,12.98
67,22.0,,0.22,14.74
57,22.0,,0.22,12.540000000000001
62,20.0,False,0.2,12.4
66,20.0,,0.2,13.200000000000001
73,20.0,,0.2,14.600000000000001
66,20.0,,0.2,13.200000000000001
59,20.0,,0.2,11.8
63,20.0,,0.2,12.600000000000001
58,20.0,,0.2,11.600000000000001
50,20.0,False,0.2,10.0
63,20.0,,0.2,12.600000000000001
67,20.0,,0.2,13.4
67,20.0,,0.2,13.4
63,20.0,,0.2,12.600000000000001
71,20.0,,0.2,14.200000000000001
71,20.0,,0.2,14.200000000000001
72,23.0,False,0.23,16.560000000000002
73,23.0,,0.23,16.79
74,23.0,,0.23,17.02
69,23.0,,0.23,15.870000000000001
65,23.0,,0.23,14.950000000000001
75,23.0,,0.23,17.25
79,23.0,,0.23,18.17
65,21.0,False,0.21,13.65
77,21.0,,0.21,16.169999999999998
75,21.0,,0.21,15.75
74,21.0,,0.21,15.54
74,21.0,,0.21,15.54
72,21.0,,0.21,15.12
68,21.0,,0.21,14.28
75,25.0,False,0.25,18.75
98,25.0,,0.25,24.5
99,25.0,,0.25,24.75
100,25.0,,0.25,25.0
87,25.0,,0.25,21.75
84,25.0,,0.25,21.0
78,25.0,,0.25,19.5
85,21.0,False,0.21,17.849999999999998
82,21.0,,0.21,17.22
72,21.0,,0.21,15.12
68,21.0,,0.21,14.28
69,21.0,,0.21,14.49
76,21.0,,0.21,15.959999999999999
69,21.0,,0.21,14.49
82,24.0,False,0.24,19.68
77,24.0,,0.24,18.48
71,24.0,,0.24,17.04
65,24.0,,0.24,15.6
73,24.0,,0.24,17.52
67,24.0,,0.24,16.08
71,24.0,,0.24,17.04
83,23.0,False,0.23,19.09
77,23.0,,0.23,17.71
76,23.0,,0.23,17.48
67,23.0,,0.23,15.41
82,23.0,,0.23,18.86
87,23.0,,0.23,20.01
