title,date,excerpt,url,author
Warriors Recall Gui Santos From Santa Cruz,2024-01-07T20:38:00Z,"The Golden State Warriors have recalled forward Gui Santos from the team’s G League affiliate, the Santa Cruz Warriors.",https://www.nba.com/warriors/news/warriors-recall-gui-santos-from-santa-cruz-20240107,Golden State Warriors
Gary Payton II Injury Update – 1/4/24,2024-01-04T22:52:38Z,Warriors guard Gary Payton II suffered a grade 2 strain of his left hamstring and will be re-evaluated in three weeks.,https://www.nba.com/warriors/news/gary-payton-ii-injury-update-20240104,Golden State Warriors
Dubs By the Numbers: Chris Paul Reaches Career Milestone,2024-01-02T20:52:03Z,"Chris Paul finished 2023 with his most productive game of the season and became the 37th player in NBA history to eclipse 22,000 career points. ",https://www.nba.com/warriors/news/dubs-by-the-numbers-chris-paul-reaches-career-milestone-20240102,Kalyb Champion
Warriors Assign Gui Santos to Santa Cruz,2024-01-01T23:23:00Z,"The Golden State Warriors have assigned forward Gui Santos to the team’s G League affiliate, the Santa Cruz Warriors.",https://www.nba.com/warriors/news/warriors-assign-gui-santos-to-santa-cruz-20240101,Golden State Warriors
Warriors Recall Gui Santos From Santa Cruz,2023-12-30T23:55:32Z,"The Golden State Warriors have recalled forward Gui Santos from the team’s G League affiliate, the Santa Cruz Warriors.",https://www.nba.com/warriors/news/warriors-recall-gui-santos-from-santa-cruz-20231230,Golden State Warriors
Warriors Assign Gui Santos to Santa Cruz,2023-12-27T19:07:00Z,"The Golden State Warriors have assigned forward Gui Santos to the team’s G League affiliate, the Santa Cruz Warriors.",https://www.nba.com/warriors/news/warriors-assign-gui-santos-to-santa-cruz-20231227,Golden State Warriors
Dubs By the Numbers: Warriors Hitting Their Stride with Latest Winning Streak,2023-12-26T20:25:58Z,The Warriors are amidst their largest home winning streak this season (eight games) and tied their longest overall win streak (five games) before losing to the defending champion Denver Nuggets on Christmas Day.,https://www.nba.com/warriors/news/dubs-by-the-numbers-warriors-hitting-their-stride-with-latest-winning-streak-20231226,Kalyb Champion
Warriors Recall Gui Santos From Santa Cruz,2023-12-23T00:37:00Z,"The Golden State Warriors have recalled forward Gui Santos from the team’s G League affiliate, the Santa Cruz Warriors.",https://www.nba.com/warriors/news/warriors-recall-gui-santos-from-santa-cruz-20231222,Golden State Warriors
Gary Payton II Injury Update – 12/21/23,2023-12-21T19:19:13Z,"Guard Gary Payton II, who suffered a strained right calf on November 28 at Sacramento and has missed the last nine (9) games, was recently re-evaluated.",https://www.nba.com/warriors/news/gary-payton-ii-injury-update-20231221,Golden State Warriors
Dubs by the Numbers: Stephen Curry Enters Different Splashosphere,2023-12-18T23:21:09Z,"Stephen Curry became the only player in NBA history to surpass 3,500 career made 3-pointers and capped 268 consecutive games with a made three this past week. ",https://www.nba.com/warriors/news/dubs-by-the-numbers-stephen-curry-enters-different-splashosphere-20231218,Kalyb Champion
Gary Payton II Injury Update – 12/14/23,2023-12-14T23:43:47Z,Warriors guard Gary Payton II has been cleared to begin some light on-court individual work. He will be re-evaluated again in one week.,https://www.nba.com/warriors/news/gary-payton-ii-injury-update-20231214,Golden State Warriors
Dubs by the Numbers: Stephen Curry First to 100 Made Threes,2023-12-11T21:10:43Z,Stephen Curry is the first player to eclipse 100 made 3-pointers this season and he's hit 24 more threes than the next closest player.,https://www.nba.com/warriors/news/dubs-by-the-numbers-stephen-curry-first-to-100-made-threes-20231211,Kalyb Champion
Warriors Recall Trayce Jackson-Davis From Santa Cruz,2023-12-07T00:14:00Z,"The Golden State Warriors have recalled center/forward Trayce Jackson-Davis from the team’s G League affiliate, the Santa Cruz Warriors.",https://www.nba.com/warriors/news/trayce-jackson-davis-recalled-santa-cruz-20231206,Golden State Warriors
Dubs By the Numbers: Draymond Green Showing Off Some Splash,2023-12-04T21:35:20Z,Draymond Green's perimeter shooting was constant throughout the week as he hit multiple 3-pointers in each game and has already surpassed last season's total for games with multiple made threes.,https://www.nba.com/warriors/news/dubs-by-the-numbers-draymond-green-showing-off-some-some-splash-20231204,Kalyb Champion
Warriors Assign Trayce Jackson-Davis to Santa Cruz,2023-12-04T21:23:51Z,"The Golden State Warriors have assigned center/forward Trayce Jackson-Davis to the team’s G League affiliate, the Santa Cruz Warriors, it was announced today. ",https://www.nba.com/warriors/news/warriors-assign-trayce-jackson-davis-to-santa-cruz-20231204,Golden State Warriors
Warriors Assign Gui Santos to Santa Cruz,2023-12-02T00:32:31Z,"The Golden State Warriors have assigned forward Gui Santos to the team’s G League affiliate, the Santa Cruz Warriors, it was announced today.",https://www.nba.com/warriors/news/warriors-assign-gui-santos-to-santa-cruz-20231201,Golden State Warriors
SeaDubs By the Numbers: Tied Atop G-League Standings,2023-12-01T22:21:20Z,The Santa Cruz Warriors are tied with the Indiana Mat Ants for the league's best record and are a perfect 3-0 at home.,https://www.nba.com/warriors/news/seadubs-by-the-numbers-tied-atop-g-league-standings-20231201,Kalyb Champion
Warriors Injury Updates – 11/30/23,2023-11-30T22:40:00Z,"Warriors guards Chris Paul and Gary Payton II, who exited Tuesday's game against Sacramento, both underwent an MRI and will be re-evaluated again in the coming days.",https://www.nba.com/warriors/news/warriors-injury-updates-20231130,Golden State Warriors
Warriors Announce Additions to Regular Season Schedule,2023-11-29T07:54:43Z,"The Golden State Warriors will host the Portland Trail Blazers on Wednesday, December 6 at Chase Center (7 p.m. PST) and will travel to Oklahoma City to face the Thunder on Friday, December 8 (5 p.m. PST), the NBA announced.",https://www.nba.com/warriors/news/warriors-announce-additions-to-regular-season-schedule-20231129,Golden State Warriors
Dubs By the Numbers: Thompson Finds His Touch,2023-11-27T22:39:48Z,"The Warriors snapped their six-game losing streak this past week, winning two of their last three games, including both games at Chase Center",https://www.nba.com/warriors/news/dubs-by-the-numbers-thompson-finds-his-touch-20231127,Kalyb Champion
Warriors Recall Gui Santos From Santa Cruz,2023-11-22T20:01:25Z,"The Golden State Warriors have recalled forward Gui Santos from the team’s G League affiliate, the Santa Cruz Warriors.",https://www.nba.com/warriors/news/warriors-recall-gui-santos-from-santa-cruz-20231122,Golden State Warriors
Warriors Announce Annual ‘Dubsgiving’ Offers With Variety of Deals Over Thanksgiving Weekend,2023-11-22T18:00:00Z,"The Golden State Warriors’ annual celebration of ‘Dubsgiving’ launches on Friday, November 24, to celebrate the Thanksgiving holiday and provide fans with a variety of deals, including a no fee offer on single game tickets, Warriors Shop online merchandise discounts, and deals on Chase Center events.",https://www.nba.com/warriors/news/warriors-dubsgiving-offers-black-friday-through-cyber-monday-20231122,Golden State Warriors
Warriors Assign Gui Santos to Santa Cruz,2023-11-22T01:04:00Z,"The Golden State Warriors have assigned forward Gui Santos to the team’s G League affiliate, the Santa Cruz Warriors.",https://www.nba.com/warriors/news/gui-santos-recalled-from-santa-cruz-20231121,Golden State Warriors
Dubs By the Numbers: Wiggins Heats Up,2023-11-20T19:14:01Z,"The Warriors dropped three games last week, losing to the Minnesota Timberwolves 117-114 on Tuesday, the Oklahoma City Thunder 128-109 on Thursday, and the Thunder again 130-123 in overtime on Saturday.",https://www.nba.com/warriors/news/dubs-by-the-numbers-wiggins-heats-up-20231120,Kalyb Champion
Warriors Recall Trayce Jackson-Davis & Gui Santos From Santa Cruz,2023-11-18T23:39:15Z,"The Golden State Warriors have recalled center/forward Trayce Jackson-Davis and forward Gui Santos from the team’s G League affiliate, the Santa Cruz Warriors.",https://www.nba.com/warriors/news/warriors-recall-trayce-jackson-davis-and-gui-santos-from-santa-cruz-20231118,Golden State Warriors
Gary Payton II Injury Update – 11/18/23,2023-11-18T22:13:26Z,"Warriors guard Gary Payton II, who exited Thursday’s game with 9:30 remaining in the second quarter due to a left foot injury, underwent an MRI. ",https://www.nba.com/warriors/news/gary-payton-ii-injury-update-20231118,Golden State Warriors
Warriors Assign Trayce Jackson-Davis & Gui Santos to Santa Cruz,2023-11-18T00:38:11Z,"The Golden State Warriors have assigned center/forward Trayce Jackson-Davis and forward Gui Santos to the team’s G League affiliate, the Santa Cruz Warriors.",https://www.nba.com/warriors/news/warriors-assign-trayce-jackson-davis-amp-gui-santos-to-santa-cruz-20231117,Golden State Warriors
Stephen Curry Injury Update – 11/15/23,2023-11-15T21:30:00Z,Stephen Curry sustained the injury during Sunday’s game against the Timberwolves when he fell on his right knee. He will not play in Thursday’s game against Oklahoma City (sore right knee) and will be re-evaluated at some point later this week.,https://www.nba.com/warriors/news/stephen-curry-injury-update-20231115,Golden State Warriors
Warriors Recall Gui Santos From Santa Cruz,2023-11-15T00:00:00Z,"The Golden State Warriors have recalled forward Gui Santos from the team’s G League affiliate, the Santa Cruz Warriors.",https://www.nba.com/warriors/news/gui-santos-recalled-from-santa-cruz-20231114,Golden State Warriors
Warriors Announce Activations for 2023-24 NBA In-Season Tournament Home Games,2023-11-13T22:35:00Z,"The Golden State Warriors announced today activations for the team’s upcoming NBA In-Season Tournament home games, the first of which will take place November 14, against the Minnesota Timberwolves at 7 p.m. ",https://www.nba.com/warriors/news/warriors-announce-activations-for-2023-24-nba-in-season-tournament-home-games-20231113,Golden State Warriors
Dubs By the Numbers: Curry and Paul Move Up All-Time Ranks,2023-11-13T22:34:33Z,"After winning five of their first six games this season, the Warriors have lost four of their last five, with their lone victory coming against the Detroit Pistons on Nov. 6.",https://www.nba.com/warriors/news/dubs-by-the-numbers-curry-and-paul-move-up-all-time-ranks-20231113,Kalyb Champion
Warriors Recall Trayce Jackson-Davis and Brandin Podziemski From Santa Cruz,2023-11-11T18:42:19Z,"The Golden State Warriors have recalled forward/center Trayce Jackson-Davis and guard Brandin Podziemski from the team’s G League affiliate, the Santa Cruz Warriors.",https://www.nba.com/warriors/news/warriors-recall-trayce-jackson-davis-and-brandin-podziemski-from-santa-cruz-20231111,Golden State Warriors
Warriors and Rocket Lawyer Announce Season-Long Hoops for Troops Activations ,2023-11-10T18:04:00Z,"The Golden State Warriors and Rocket Lawyer today announced Hoops for Troops activations for the 2023-24 NBA season, with a variety of events and in-arena recognitions planned to honor United States military service members and veterans at home and abroad",https://www.nba.com/warriors/news/warriors-rocket-lawyer-hoops-for-troops-activations-20231110,Golden State Warriors
Warriors Assign Trayce Jackson-Davis & Brandin Podziemski to Santa Cruz,2023-11-10T01:08:08Z,"The Golden State Warriors have assigned forward Trayce Jackson-Davis and guard Brandin Podziemski to the team’s G League affiliate, the Santa Cruz Warriors.",https://www.nba.com/warriors/news/warriors-assign-trayce-jackson-davis-amp-brandin-podziemski-to-santa-cruz-20231109,Golden State Warriors
Warriors Sign Forward Gui Santos,2023-11-07T19:50:51Z,"The Golden State Warriors have signed guard Lester Quinones to a two-way contract, it was announced today.",https://www.nba.com/warriors/news/warriors-sign-forward-gui-santos-20231107,Golden State Warriors
Golden State Warriors and San Francisco Bay Area Selected to Host NBA All-Star 2025,2023-11-06T23:29:00Z,"The National Basketball Association (NBA) announced that the Golden State Warriors and San Francisco Bay Area have been selected to host NBA All-Star 2025, with the 74th NBA All-Star Game taking place at Chase Center on Sunday, February 16, 2025.",https://www.nba.com/warriors/news/warriors-and-san-francisco-bay-area-selected-to-host-nba-all-star-2025-20231106,Golden State Warriors
Dubs By the Numbers: Splash Brothers Call Game,2023-11-06T20:59:31Z,"The Warriors won five straight games, including three last week, before dropping Sunday's contest against the Cleveland Cavaliers.",https://www.nba.com/warriors/news/dubs-by-the-numbers-splash-brothers-call-game-20231106,Kalyb Champion
Stephen Curry Named Western Conference Player of the Week,2023-11-06T20:35:40Z,"Golden State Warriors guard Stephen Curry has been named the Week 2 Western Conference Player of the Week, the NBA announced today. ",https://www.nba.com/warriors/news/stephen-curry-named-western-conference-player-week-20231106,Golden State Warriors
Warriors Recall Brandin Podziemski From Santa Cruz,2023-11-04T23:31:00Z,"The Golden State Warriors have recalled guard Brandin Podziemski from the team’s G League affiliate, the Santa Cruz Warriors.",https://www.nba.com/warriors/news/brandin-podziemski-recalled-from-santa-cruz-20231104,Golden State Warriors
Warriors Recall Trayce Jackson-Davis From Santa Cruz,2023-11-04T20:16:00Z,"The Golden State Warriors have recalled forward Trayce Jackson-Davis from the team’s G League affiliate, the Santa Cruz Warriors.",https://www.nba.com/warriors/news/trayce-jackson-davis-recalled-from-santa-cruz-20231104,Golden State Warriors
Warriors Assign Trayce Jackson-Davis & Brandin Podziemski to Santa Cruz,2023-11-03T22:21:00Z,"The Golden State Warriors have assigned forward Trayce Jackson-Davis and guard Brandin Podziemski to the team’s G League affiliate, the Santa Cruz Warriors.",https://www.nba.com/warriors/news/jackson-davis-podziemski-assigned-santa-cruz-20231103,Golden State Warriors
"Warriors Unveil 2023-24 Nike NBA City Edition Uniform, Launch “The City Calls, Presented by Rakuten”",2023-11-02T14:11:00Z,"The Golden State Warriors have unveiled the team’s 2023-24 Nike NBA City Edition uniform and launched The City Calls, presented by Rakuten, a campaign aimed to celebrate the 150th anniversary of San Francisco’s iconic cable car at the intersection of culture, court and community.",https://www.nba.com/warriors/news/warriors-unveil-2023-24-nike-nba-city-edition-uniform-launch-the-city-calls-20231102,Golden State Warriors
Warriors Exercise Options on Jonathan Kuminga and Moses Moody,2023-10-31T18:00:56Z,"The Golden State Warriors have exercised the fourth-year contract options on forward Jonathan Kuminga and guard Moses Moody, it was announced today.",https://www.nba.com/warriors/news/kuminga-moody-options-exercised-20231031,Golden State Warriors
Dubs By the Numbers: Road Warriors Set Early Tone,2023-10-30T20:16:48Z,"The Warriors kicked off their 2023-24 campaign on Tuesday, dropping their opener against the Phoenix Suns before securing consecutive road wins against the Sacramento Kings on Friday and the Houston Rockets on Sunday.",https://www.nba.com/warriors/news/dubs-by-the-numbers-road-warriors-set-early-tone-20231030,Kalyb Champion
Warriors Announce Opening Night Roster,2023-10-24T00:54:05Z,The Golden State Warriors announced their 2023-24 Opening Night roster prior to tomorrow night’s season opener versus the Phoenix Suns at Chase Center.,https://www.nba.com/warriors/news/warriors-announce-opening-night-roster-20231023,Golden State Warriors
Dubs By the Numbers: Kuminga Finishes as Preseason's Top Scorer,2023-10-23T22:04:12Z,"The Warriors opened the preseason with four consecutive wins, defeating the Los Angeles Lakers and Sacramento Kings twice before dropping the finale to the San Antonio Spurs. ",https://www.nba.com/warriors/news/dubs-by-the-numbers-kuminga-finishes-as-preseasons-top-scorer-20231023,Kalyb Champion
Draymond Green Injury Update – 10/22/23,2023-10-22T21:17:04Z,"Warriors forward Draymond Green, who suffered a sprained left ankle during off-season workouts, has been cleared to begin practicing with the team (5-on-5) and his return to game action will be based on his continued progress",https://www.nba.com/warriors/news/draymond-green-injury-update-20231022,Golden State Warriors
Warriors Waive Rudy Gay and Rodney McGruder,2023-10-21T06:10:00Z," The Golden State Warriors have waived forward Rudy Gay and guard Rodney McGruder, it was announced today.",https://www.nba.com/warriors/news/warriors-waive-rudy-gay-and-rodney-mcgruder-20231020,Golden State Warriors
Warriors Waive Forward Javonte Green,2023-10-19T21:20:00Z," The Golden State Warriors have waived forward Javonte Green, it was announced today.",https://www.nba.com/warriors/news/javonte-green-waived-20231019,Golden State Warriors
"Warriors Announce Activations for 2023-24 Opening Night, Presented by Chase Freedom",2023-10-19T17:01:00Z,"The Golden State Warriors today announced activations for Opening Night, presented by Chase Freedom, as they take on the Phoenix Suns on Tuesday, October 24, at 7 p.m.",https://www.nba.com/warriors/news/warriors-2023-24-opening-night-activations-20231019,Golden State Warriors
Warriors Waive Guard Yuri Collins,2023-10-18T17:29:52Z,The Golden State Warriors have waived guard Yuri Collins.,https://www.nba.com/warriors/news/warriors-waive-guard-yuri-collins-20231018,Golden State Warriors
Warriors Injury Updates – 10/17/23,2023-10-17T20:05:22Z,"Warriors forward Draymond Green, who suffered a sprained left ankle during off-season workouts and has missed the first three (3) preseason games, is making good progress.",https://www.nba.com/warriors/news/warriors-injury-updates-20231017,Golden State Warriors
Warriors Sign Yuri Collins & Javonte Green to Contract,2023-10-16T22:02:00Z,The Golden State Warriors have signed guard Yuri Collins and guard/forward Javonte Green.,https://www.nba.com/warriors/news/yuri-collins-javonte-green-signed-20231016,Golden State Warriors
"Warriors Waive Kendric Davis, Javan Johnson & Donovan Williams",2023-10-16T17:20:00Z,"The Golden State Warriors have waived guard Kendric Davis, forward Javan Johnson and guard Donovan Williams.",https://www.nba.com/warriors/news/kendric-davis-javan-johnson-donovan-williams-waived-20231016,Golden State Warriors
Santa Cruz Warriors Announce Annual Chase Center Game on March 10,2023-10-09T16:00:00Z,"The Golden State Warriors announced today that the Santa Cruz Warriors will host a home game against the Rio Grande Valley Vipers at Chase Center on Sunday, March 10, at 12:30 p.m.",https://www.nba.com/warriors/news/santa-cruz-warriors-rio-grande-valley-vipers-chase-center-announcement-20240310,Golden State Warriors
Golden State Warriors Awarded WNBA Expansion Franchise,2023-10-05T15:58:06Z,"The Golden State Warriors have been awarded a WNBA expansion franchise, which will begin play in the 2025 WNBA season.",https://www.nba.com/warriors/news/golden-state-warriors-awarded-wnba-expansion-franchise-20231005,Andy Fahey
"Warriors to Host Open Practice on Thursday, October 19",2023-10-04T17:00:00Z,"The Golden State Warriors will host Open Practice at Chase Center on Thursday, October 19, at 5:30 p.m., giving fans a rare, behind-the-scenes look at a Warriors team practice.",https://www.nba.com/warriors/news/warriors-open-practice-20231004,Golden State Warriors
Warriors Injury Updates – 10/2/23,2023-10-03T01:30:00Z,,https://www.nba.com/warriors/news/warriors-injury-updates-20231002,Golden State Warriors
"Warriors Announce Roster and Schedule for 2023 Training Camp, Fueled by Gatorade",2023-09-29T19:02:00Z,"The Golden State Warriors have announced their training camp roster and schedule ahead of the team’s 2023 Training Camp, fueled by Gatorade.",https://www.nba.com/warriors/news/202324-training-camp-roster,Golden State Warriors
"Warriors Basketball Academy, Powered by Rakuten, Announces Winter 2023 Camp Schedule",2023-09-29T17:00:00Z,"Warriors Basketball Academy, powered by Rakuten, has announced its 2023 winter camp schedule, which includes several camp sessions at over 10 Bay Area locations for youth ages 5-15.",https://www.nba.com/warriors/news/warriors-basketball-academy-announces-2023-winter-schedule-20230929,Golden State Warriors
Warriors Sign Jerome Robinson to Two-Way Contract,2023-09-29T16:35:00Z,The Golden State Warriors have signed guard Jerome Robinson to a two-way contract.,https://www.nba.com/warriors/news/warriors-sign-jerome-robinson-to-two-way-contract-20230929,Golden State Warriors
Warriors Waive Jayce Johnson,2023-09-29T03:00:00Z,The Golden State Warriors have waived center Jayce Johnson.,https://www.nba.com/warriors/news/warriors-waive-jayce-johnson-20230928,Golden State Warriors
Warriors Sign Six Players to Contracts,2023-09-29T01:07:00Z,"The Golden State Warriors have signed free agent guard Kendric Davis, forward Rudy Gay, forward Javan Johnson, center Jayce Johnson, guard Rodney McGruder and guard Donovan Williams.",https://www.nba.com/warriors/news/warriors-sign-six-players-to-contracts-20230928,Golden State Warriors
Warriors Sign Center Usman Garuba to Two-Way Contract,2023-09-25T19:03:34Z,"The Golden State Warriors have signed center Usman Garuba to a two-way contract, it was announced today.",https://www.nba.com/warriors/news/warriors-sign-center-usman-garuba-to-two-way-contract-20230925,Golden State Warriors
Warriors Announce 2023-24 Promotional Schedule,2023-09-25T17:06:42Z,"The Golden State Warriors announced the team’s promotional schedule for the 2023-24 NBA season, which features a variety of theme nights and giveaways. ",https://www.nba.com/warriors/news/2023-24-promotional-schedule,Andy Fahey
Warriors Issue Fraud Alert for 2023-24 NBA Season Single Game Tickets,2023-09-13T14:39:00Z,"With single game tickets for the 2023-24 NBA Season going on sale today at 4 p.m., the Golden State Warriors have issued a fraud alert warning fans about the potential dangers of purchasing single game tickets from a non-verified third party.",https://www.nba.com/warriors/news/warriors-issue-fraud-alert-for-2023-24-nba-season-single-game-tickets,Golden State Warriors
Warriors Single Game Tickets for the 2023-24 NBA Season Available Tomorrow During Exclusive Presale Events,2023-09-11T17:00:00Z,"The Golden State Warriors announced today that single game tickets for all Warriors home games during the 2023-24 NBA season will go on sale beginning tomorrow, Tuesday, September 12, with exclusive presale events, before becoming available to the general public on Wednesday, September 13 at 4 p.m.",https://www.nba.com/warriors/news/warriors-2023-24-single-game-tickets-20230911,Golden State Warriors
Warriors Announce 2023-24 Television & Radio Broadcast Schedules,2023-09-07T21:54:56Z,"For the 15th straight season, every regular season Golden State Warriors game will be available on television and radio, the team announced today.   ",https://www.nba.com/warriors/news/warriors-announce-2023-24-television-amp-radio-broadcast-schedules-20230907,Golden State Warriors
Warriors to Name Media Workroom in Honor Of Jim Barnett,2023-09-05T18:17:02Z,"The Golden State Warriors will name the media workroom at Chase Center the Jim Barnett Media Center, honoring Barnett’s legendary 37-year career with the Warriors broadcast team, it was announced today.",https://www.nba.com/warriors/news/warriors-to-name-media-workroom-in-honor-of-jim-barnett-20230905,Golden State Warriors
Warriors Announce 11-Game Mini-Plans for 2023-24 NBA Season,2023-08-21T20:00:00Z,"The Golden State Warriors announced today that 11-game mini-plans for the 2023-24 NBA Season go on sale tomorrow, Tuesday, August 22, with exclusive presale events before becoming available to the general public on Wednesday, August 23, at 4 p.m.",https://www.nba.com/warriors/news/warriors-2023-24-nba-season-mini-plans-20230821,Golden State Warriors
Warriors’ Kara Agby Named to Sports Business Journal’s 2023 ‘New Voices Under 30’ List,2023-08-21T14:00:00Z,"Golden State Warriors Manager of Partnership Development Kara Agby has been named to Sports Business Journal’s 2023 ‘New Voices Under 30’ list, it was announced today.",https://www.nba.com/warriors/news/warriors-kara-agby-named-to-sbj-new-voices-under-30-list-20230821,Golden State Warriors
Insights on Warriors 2023-24 Schedule,2023-08-17T19:03:57Z,"The Warriors open the 2023-24 season at Chase Center, hosting the Phoenix Suns on Oct. 24 (7 P.M, TNT).",https://www.nba.com/warriors/news/insights-on-warriors-2023-24-schedule-20230817,Golden State Warriors
Warriors Announce 2023-24 Regular Season Schedule,2023-08-17T19:00:53Z,"The Warriors will open the season at home at Chase Center versus the Phoenix Suns on Tuesday, October 24 on TNT.",https://www.nba.com/warriors/news/2023-24-regular-season-schedule,Andy Fahey
Warriors Announce In-Season Tournament Games,2023-08-15T20:07:19Z,"The Warriors will host the Minnesota Timberwolves (Nov. 14) and San Antonio Spurs (Nov. 24) in Group Play games at Chase Center, with road games against the Oklahoma City Thunder (Nov. 3) and Sacramento Kings (Nov. 28).  ",https://www.nba.com/warriors/news/in-season-tournament-games-announced-20230815,Andy Fahey
Warriors Announce Basketball Operations Promotions & Additions,2023-08-09T20:30:42Z,The Golden State Warriors have announced promotions and additions within the team’s basketball operations department ahead of the 2023-24 NBA season.,https://www.nba.com/warriors/news/warriors-announce-basketball-operations-promotions-and-additions-20230809,Golden State Warriors
Golden State Warriors Announce 2023 NBA Preseason Ticket On-Sale Information,2023-08-02T18:30:00Z,"The Golden State Warriors announced today that single game tickets for the team’s 2023 preseason games at Chase Center will go on sale tomorrow, August 3, with exclusive presale events, before becoming available to the general public at 4 p.m.",https://www.nba.com/warriors/news/warriors-2023-24-preseason-ticket-information-20230802,Golden State Warriors
Warriors Announce 2023 Preseason Schedule,2023-08-02T18:00:00Z,"The Golden State Warriors will host three games at Chase Center as part of a five-game preseason slate to tip-off the 2023-24 season, it was announced today.",https://www.nba.com/warriors/news/warriors-2023-preseason-schedule-20230802,Golden State Warriors
Warriors Campaign 'Empowered' Named NBA Team Partnership of the Year,2023-07-28T18:53:49Z,"The Golden State Warriors and Rakuten have been honored with the 2023 NBA Team Partnership of the Year award for Empowered—a year-long celebration of women at the intersection of court, community and culture in the Bay Area. ",https://www.nba.com/warriors/news/empowered-campaign-named-nba-partnership-of-year-20230728,Andy Fahey
Donna Daniels Named to Sports Business Journal Game Changers: Women in Sports Business List,2023-07-26T02:03:00Z,"The Golden State Warriors and Chase Center today announced that the General Manager of Chase Center, Donna Daniels, has been named to the annual Sports Business Journal Game Changers: Women in Sports Business awards list.",https://www.nba.com/warriors/news/donna-daniels-sbj-game-changer-list-20230725,Golden State Warriors
Warriors Sign Guard Lester Quinones to Two-Way Contract,2023-07-24T19:12:11Z,"The Golden State Warriors have signed guard Lester Quinones to a two-way contract, it was announced today.",https://www.nba.com/warriors/news/warriors-sign-guard-lester-quinones-to-two-way-contract-20230724,Golden State Warriors
"Warriors Basketball Academy, Powered by Rakuten, Announces Fall 2023 Specialty Clinic Schedule",2023-07-18T17:00:00Z,"Warriors Basketball Academy, powered by Rakuten, has announced its 2023 Fall specialty clinic schedule, which includes 16 sessions over nine Bay Area locations for youth ages five to 17 of all skill levels and abilities.",https://www.nba.com/warriors/news/warriors-basketball-academy-announces-2023-fall-schedule-20230718,Golden State Warriors
Warriors Announce Executive Promotions,2023-07-13T21:50:00Z,"The Golden State Warriors announced three executive promotions today, elevating John Beaven to Chief Revenue Officer, Mike Kitts to Chief Commercial Officer, and Amanda Chin to Senior Vice President, Marketing.",https://www.nba.com/warriors/news/warriors-announce-executive-promotions-20230713,Golden State Warriors
Warriors Sign Free Agent Forward/Center Dario Šarić,2023-07-12T21:45:27Z,"The Golden State Warriors have signed free agent forward/center Dario Šarić to a contract, it was announced today.",https://www.nba.com/warriors/news/warriors-sign-free-agent-forward-center-dario-saric-20230712,Golden State Warriors
Warriors Re-Sign Forward Draymond Green,2023-07-08T19:08:17Z,"The Golden State Warriors have re-signed forward Draymond Green to a contract, it was announced today.",https://www.nba.com/warriors/news/warriors-re-sign-forward-draymond-green-20230708,Golden State Warriors
Warriors Sign 2023 Draft Pick Trayce Jackson-Davis,2023-07-07T01:59:10Z,"The Golden State Warriors have signed rookie forward Trayce Jackson-Davis to a contract, the team announced today.",https://www.nba.com/warriors/news/warriors-sign-2023-first-round-draft-pick-trayce-jackson-davis-20230706,Golden State Warriors
Warriors Sign Free Agent Guard Cory Joseph,2023-07-06T23:01:32Z,"Joseph, 31, appeared in 62 games (two starts) with the Detroit Pistons last season, tallying averages of 6.9 points, 3.5 assists and 1.7 rebounds in 19.8 minutes per game while ranking eighth in the NBA in assist-to-turnover ratio (3.88).",https://www.nba.com/warriors/news/warriors-sign-cory-joseph-20230706,Golden State Warriors
Warriors Acquire 12-Time All-Star Chris Paul In Trade With Wizards,2023-07-06T19:30:17Z,"The Golden State Warriors have acquired 12-time NBA All-Star guard Chris Paul from the Washington Wizards in exchange for forward Patrick Baldwin Jr., guard Jordan Poole, guard Ryan Rollins, a 2027 second round draft pick and a 2030 first round draft pick (top 20 protected), it was announced today.",https://www.nba.com/warriors/news/warriors-acquire-12-time-all-star-chris-paul-in-trade-with-wizards-20230706,Golden State Warriors
Warriors Sign 2023 First Round Draft Pick Brandin Podziemski,2023-07-03T22:45:00Z,"The Golden State Warriors have signed rookie guard Brandin Podziemski to a contract, the team announced today.",https://www.nba.com/warriors/news/warriors-sign-2023-first-round-draft-pick-brandin-podziemski-20230703,Golden State Warriors
Warriors Extend Qualifying Offers to Ty Jerome & Lester Quinones,2023-06-29T20:00:00Z,"The Golden State Warriors have extended qualifying offers to guards Ty Jerome and Lester Quinones, the team announced today.",https://www.nba.com/warriors/news/ty-jerome-lester-quinones-qualifying-offers-extended-20230629,Golden State Warriors
Warriors Announce 2023 Summer League Roster & Audio Broadcast Schedule,2023-06-28T21:30:00Z,The Golden State Warriors have announced the team’s Summer League Roster for the California Classic in Sacramento (July 3 and 5) and the NBA2K24 Summer League 2023 in Las Vegas (July 7-17).,https://www.nba.com/warriors/news/warriors-2023-summer-league-roster-20230628,Golden State Warriors
Warriors Launch Half Season Ticket Plans for 2023-24 NBA Season,2023-06-26T17:01:00Z,"The Golden State Warriors have launched multiple half season ticket plans for the 2023-24 NBA Season, it was announced today.",https://www.nba.com/warriors/news/warriors-launch-half-season-tickets-plans-20230626,Golden State Warriors
